"Incident Number","date","time","hour","Officers Involved","Officers.Race","Officers.Ethnicity","Officers.Sex","UOF.Level","Offenders.Race","Offenders.Ethnicity","Offenders.Sex","Binning Number of Officers"
"2015-00018637","01/13/2015","11:21:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","White;Black;White","Non-hispanic;Non-hispanic;Non-hispanic","Female;Male;Female","2"
"2011-00375841","08/24/2011","09:14:00","PM",1,"Black","Non-hispanic","Male","","Black","Non-hispanic","Male","1"
"2014-00212473","05/21/2014","09:50:00","PM",1,"White","Non-hispanic","Male","2","Black","Non-hispanic","Male","1"
"2013-00481609","11/17/2013","01:03:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2016-00128863","03/28/2016","11:17:00","AM",1,"Black","Non-hispanic","Female","2","Black","Non-hispanic","Male","1"
"2014-00145732","04/09/2014","12:23:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2015-00448576","11/01/2015","02:26:00","AM",1,"White","Hispanic","Male","2",NA,"Non-hispanic",NA,"1"
"2012-00020737","01/15/2012","01:47:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Female;Male","2","White","Non-hispanic","Male","2"
"2010-00120341","03/13/2010","04:47:00","PM",3,"Black;Black;Black","Non-hispanic;Non-hispanic;Non-hispanic","Female;Female;Male","2","Black","Non-hispanic","Female","3+"
"2009-00231563","05/16/2009","10:55:00","PM",2,"White;White","Non-hispanic;Hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2010-00037727","01/23/2010","12:54:00","PM",2,"Black;Black","Non-hispanic;Non-hispanic","Female;Male","2","Black","Non-hispanic","Male","2"
"2014-00281355","07/06/2014","02:42:00","AM",6,"White;White;White;White;White;White","Non-hispanic;Non-hispanic;Hispanic;Non-hispanic;Hispanic;","Male;Male;Male;Male;Male;Male","1","White","Non-hispanic","Male","3+"
"2012-00407429","10/01/2012","11:23:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Female;Male","2",NA,"Non-hispanic",NA,"2"
"2015-00465147","11/12/2015","11:49:00","AM",3,"White;White;Black","Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male","2","Black","Non-hispanic","Male","3+"
"2010-00084843","02/20/2010","11:04:00","PM",1,"White","Hispanic","Male","2","White","Hispanic","Male","1"
"2016-00423954","10/19/2016","06:17:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2012-00095846","03/03/2012","01:35:00","AM",1,"White","Non-hispanic","Male","2",NA,"Non-hispanic",NA,"1"
"2009-00418318","09/02/2009","04:23:00","PM",2,"Black;White","Non-hispanic;Non-hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2010-00605795","12/31/2010","10:23:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","White","Non-hispanic","Female","2"
"2012-00178951","04/28/2012","09:25:00","AM",2,"White;White","Hispanic;Non-hispanic","Male;Male","","Black","Non-hispanic","Male","2"
"2016-00150740","04/11/2016","04:56:00","PM",2,"White;Black","Non-hispanic;Non-hispanic","Male;Male","1","White","Non-hispanic","Male","2"
"2011-00347380","08/06/2011","02:17:00","PM",1,"White","Non-hispanic","Male","1","White","Non-hispanic","Female","1"
"2013-00265778","06/28/2013","10:42:00","PM",3,"White;White;White","Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male","1",NA,"Non-hispanic",NA,"3+"
"2009-00549667","11/20/2009","02:26:00","AM",1,"White","Non-hispanic","Male","2",NA,"Non-hispanic",NA,"1"
"2015-00206877","05/20/2015","12:37:00","PM",3,"Black;White;White","Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male","2","White","Hispanic","Male","3+"
"2014-00529125","12/25/2014","12:42:00","AM",1,"White","Non-hispanic","Male","2",NA,"Non-hispanic",NA,"1"
"2016-00462574","11/16/2016","01:55:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","Black;Black","Non-hispanic;Non-hispanic","Female;Female","2"
"2011-00059367","02/07/2011","01:58:00","AM",1,"White","Hispanic","Male","2","Black","Non-hispanic","Male","1"
"2009-00558196","11/24/2009","02:05:00","PM",1,"White","Non-hispanic","Male","2","Black","Non-hispanic","Male","1"
"2014-00086110","02/28/2014","10:23:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","1","White","Non-hispanic","Male","2"
"2016-00264250","06/28/2016","10:09:00","PM",4,"White;White;White;White","Hispanic;Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Female;Male","2","Black;Black","Non-hispanic;Non-hispanic","Male;Male","3+"
"2014-00430263","10/15/2014","05:50:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2",NA,"Non-hispanic",NA,"2"
"2012-00362608","08/31/2012","08:56:00","PM",4,"White;White;White;White","Non-hispanic;Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male;Male","2",NA,"Non-hispanic",NA,"3+"
"2015-00398867","09/28/2015","07:35:00","AM",1,"White","Non-hispanic","Male","2","White","Non-hispanic","Male","1"
"2014-00463220","11/08/2014","12:20:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2014-00326082","08/05/2014","11:24:00","PM",4,"White;White;White;Asian","Non-hispanic;Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male;Male","2","White","Non-hispanic","Male","3+"
"2011-00180861","04/23/2011","02:34:00","AM",1,"Asian","Non-hispanic","Male","2","Black","Non-hispanic","Male","1"
"2010-00331508","07/14/2010","04:39:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2011-00038190","01/24/2011","09:54:00","PM",3,"White;White;White","Non-hispanic;Non-hispanic;Hispanic","Male;Male;Male","2","Black","Non-hispanic","Male","3+"
"2012-00176870","04/26/2012","10:15:00","PM",2,NA,"Non-hispanic;Hispanic","Male;Male","1","Black","Non-hispanic","Male","2"
"2013-00060245","02/10/2013","02:14:00","AM",1,"Black","Non-hispanic","Male","2",NA,"Non-hispanic",NA,"1"
"2009-00016422","01/11/2009","03:00:00","AM",1,"White","Non-hispanic","Male","2","White","Non-hispanic","Male","1"
"2014-00170620","04/25/2014","01:54:00","AM",1,"White","Non-hispanic","Male","2","White","Hispanic","Male","1"
"2011-00050954","02/02/2011","02:18:00","AM",1,"White","Non-hispanic","Male","1","White","Non-hispanic","Male","1"
"2014-00083706","02/26/2014","08:06:00","PM",3,"White;Asian;White","Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male","2","White","Hispanic","Male","3+"
"2015-00181198","05/03/2015","02:24:00","AM",4,"White;White;Black;White","Non-hispanic;Non-hispanic;Non-hispanic;Hispanic","Male;Male;Male;Male","2","Black","Non-hispanic","Male","3+"
"2009-00390773","08/16/2009","09:45:00","PM",1,"Asian","Non-hispanic","Male","2","Black","Non-hispanic","Male","1"
"2011-00094428","02/28/2011","01:12:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","1","Black","Non-hispanic","Male","2"
"2015-00211035","05/22/2015","11:49:00","PM",3,"White;White;White","Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male","2","Black","Non-hispanic","Male","3+"
"2012-00204998","05/16/2012","02:14:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","1",NA,"Non-hispanic",NA,"2"
"2014-00379557","09/10/2014","11:32:00","PM",4,"White;White;White;Black","Non-hispanic;Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male;Male","2","Black","Non-hispanic","Male","3+"
"2009-00208921","05/03/2009","07:37:00","PM",1,"White","Non-hispanic","Male","2","Black","Non-hispanic","Female","1"
"2009-00238092","05/21/2009","02:19:00","AM",3,"Black;White;Asian","Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male","2","Black","Non-hispanic","Male","3+"
"2009-00521151","11/02/2009","08:41:00","PM",2,"White;White","Hispanic;Non-hispanic","Male;Male","1","White","Non-hispanic","Male","2"
"2013-00205053","05/19/2013","01:59:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2",NA,"Non-hispanic",NA,"2"
"2012-00516514","12/15/2012","04:49:00","PM",2,"Asian;White","Non-hispanic;Non-hispanic","Male;Male","",NA,"Non-hispanic",NA,"2"
"2013-00062666","02/11/2013","09:06:00","PM",1,"White","Non-hispanic","Male","2","Black","Non-hispanic","Male","1"
"2014-00036783","01/26/2014","12:34:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2",NA,"Non-hispanic",NA,"2"
"2014-00406027","09/29/2014","03:31:00","AM",1,"White","Non-hispanic","Male","2",NA,"Non-hispanic",NA,"1"
"2010-00108766","03/06/2010","04:33:00","PM",1,"White","Non-hispanic","Male","2","Black","Non-hispanic","Male","1"
"2011-00218022","05/17/2011","12:08:00","AM",3,"White;White;White","Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male","2",NA,"Non-hispanic",NA,"3+"
"2012-00235509","06/04/2012","06:50:00","PM",2,"White;White","Non-hispanic;Hispanic","Male;Male","1","Black","Non-hispanic","Male","2"
"2012-00257598","06/20/2012","01:25:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2012-00317664","07/31/2012","10:49:00","PM",2,"White;Black","Non-hispanic;Non-hispanic","Male;Male","2","Black;Black","Non-hispanic;Non-hispanic","Male;Male","2"
"2013-00534415","12/22/2013","12:55:00","AM",2,"White;Black","Non-hispanic;Non-hispanic","Male;Male","2",NA,"Non-hispanic",NA,"2"
"2010-00097591","02/28/2010","01:44:00","AM",1,"White","Non-hispanic","Male","2","White","Non-hispanic","Male","1"
"2011-00253913","06/08/2011","05:10:00","PM",3,"White;White;White","Non-hispanic;Hispanic;Non-hispanic","Female;Male;Male","2","Black","Non-hispanic","Female","3+"
"2010-00309345","07/01/2010","03:51:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2011-00100741","03/04/2011","02:10:00","AM",1,"White","Non-hispanic","Male","2",NA,"Non-hispanic",NA,"1"
"2015-00268101","07/01/2015","01:28:00","AM",2,"White;White","Non-hispanic;Hispanic","Male;Male","1","White","Non-hispanic","Female","2"
"2013-00226853","06/03/2013","02:03:00","AM",1,"White","Non-hispanic","Male","2",NA,"Non-hispanic",NA,"1"
"2011-00023997","01/15/2011","11:48:00","PM",6,"White;White;White;White;White;White","Hispanic;Hispanic;Non-hispanic;Non-hispanic;Non-hispanic;","Male;Male;Male;Male;Male;Male","2","White;White;White","Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male","3+"
"2013-00203686","05/18/2013","01:35:00","AM",1,"White","Non-hispanic","Male","2",NA,"Non-hispanic",NA,"1"
"2010-00181119","04/17/2010","11:08:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","1","White","Non-hispanic","Male","2"
"2014-00320335","08/02/2014","12:14:00","AM",1,"White","Non-hispanic","Male","2","White","Non-hispanic","Male","1"
"2014-00212862","05/22/2014","03:37:00","AM",1,"Black","Non-hispanic","Male","1","White","Non-hispanic","Male","1"
"2011-00190157","04/29/2011","02:35:00","AM",1,"White","Non-hispanic","Male","2","White","Non-hispanic","Male","1"
"2015-00180934","05/02/2015","10:40:00","PM",1,"Black","Non-hispanic","Male","","Black","Non-hispanic","Female","1"
"2015-00212530","05/24/2015","01:07:00","AM",2,"Black;Black","Non-hispanic;Non-hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2011-00225776","05/21/2011","08:12:00","PM",2,"Black;Asian","Non-hispanic;Non-hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2015-00117066","03/20/2015","10:05:00","PM",2,"White;White","Non-hispanic;Hispanic","Male;Female","2","White","Non-hispanic","Male","2"
"2010-00064724","02/08/2010","09:18:00","PM",3,"White;White;White","Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male","2","White","Non-hispanic","Male","3+"
"2009-00228720","05/15/2009","10:05:00","AM",1,"Black","Non-hispanic","Male","1","White","Non-hispanic","Female","1"
"2009-00406855","08/26/2009","07:55:00","PM",1,"White","Non-hispanic","Male","2","Black","Non-hispanic","Male","1"
